date,kind,content,solution
원동기(동력발생장치) 기타,2024-05-23 ~ ,엔진제어장치(ECU)의 디젤 매연포집필터(DPF) 재생 관련 소프트웨어 설정 미흡으로 디젤 매연포집필터(DPF) 손상에 의한 엔진 경고등 점등 및 배기가스 배출량 증가 가능성에 따른 리콜 ,엔진제어장치(ECU) 소프트웨어 업데이트 실시 및 점검 후 필요 시 디젤 매연포집필터 (DPF) 부품 교환 
승차 및 실내장치 기타,2024-05-23 ~ ,"조수석 시트의 조립과정이 부적절하여 조수석 승객감지 센서와 시트 프레임이 간섭되어 조수석 승객 하중을 올바르게 감지하지 못할 수 있으며, 이런 경우 조수석 승객 하중에 따른 에어백 전개제어가 의도한대로 작동되지 않아 사고기 조수석 탑승자의 부상 위험이 증가할 수 있는 가능성에 따른 리콜 <*대상차량별 생산일자>렉서스 LS500 AWD: 2017.07.26~2021.04.19렉서스 LS500h AWD: 2017.10.11~2021.04.15렉서스 LS500h 2WD: 2017.02.20","대상차량에 대해 조수석 승객감지 센서와 시트 프레임의 간섭을 점검 후, 해당부위가 간섭되지 않게 조정 "
동력전달장치 기타,2024-05-22 ~ ,"감속기 플랜지 샤프트의 열처리 공정에서 고주파장비의 오사용으로 부품의 표면 강도가 기준보다 낮게 형성될 수 있으며, 이로 인해 주행 중 해당 감속기 플랜지 샤프트가 파손되면서 차량 구동축에 동력이 전달되지 않아 차량이 정지되고 안전운행에 지장을 줄 수 있는 가능성에 따른 리콜 ",대상 자동차에 대해서 전량 신규 부품으로 교체 
원동기(동력발생장치) 기타,2024-05-20 ~ ,"엔진 컨트롤 유닛 소프트웨어에 오류가 발생할 수 있으며, 이로 인해 배기 시스템이 노후화된 경우(약 10만 km 주행), 배출가스 허용기준을 초과할 수 있는 가능성에 따른 리콜 <*대상차량별 생산일자는 상이할 수 있으므로, 자세한 사항은 제작사 고객센터(080-001-1886)으로 문의하여 주시기 바랍니다.>",엔진 일렉트로닉스(EE) 컨트롤 유닛 소프트웨어 업데이트 
창유리 기타,2024-05-17 ~ ,"오사양의 접착제 사용에 의한 접착력 부족으로, 주행 중 비전루프 프론트 글라스 이탈되어 안전에 지장을 줄 수 있는 가능성에 따른 리콜 ",LOT 점검 후 비전루프 프론트 글라스 교환 
연료장치 기타,2024-05-17 ~ ,"연료공급호스와 호스를 엔진에 고정하는 클립이 엔진 진동에 의한 간섭(설계불량)으로 마모될 수 있고, 심할 경우 연료공급호스가 손상될 수 있으며, 이런 경우 연료 누유가 발생할 수 있고 누유 시 시동이 꺼질 수 있는 가능성에 따른 리콜 ","대상 자동차에 대하여 연료공급호스와 고정 클립 사이에 보호고무를 추가함단, 연료공급호스의 손상이 확인될 경우 신품 연료공급호스로 교체함 "
원동기(동력발생장치) 기타,2024-05-16 ~ ,"엔진 컨트롤 유닛 소프트웨어가 샤양에 맞지 않을 수 있으며, 이런 경우 산소센서에 문제가 없음에도 불구하고 오류를 잘못 감지하여 엔진 경고등(MIL)이 점등될 수 있고, 이 경우 배출가수 허용 기준을 초과 할 수 있는 가능성에 따른 리콜 ",엔진 일렉트로닉스(ME-SFI) 컨트롤 유닛 소프트웨어 업데이트 
등화장치 기타,2024-05-13 ~ ,"후미등 점등 시 제조사 로고 램프가 점등될 수 있으며, 이는 차량 생산 시 적용한 UN ECE R48 일부 규정(제조사 로고램프 점등 관련)이 국내에 적용되지 않아, 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제47조(그 밖의 등화의 제한)의 일부를 미충족 함이 확인됨에 따른 리콜",등화장치 소프트웨어 업데이트 
원동기(동력발생장치) 기타,2024-05-13 ~ ,"배기가스 재순환장치 밸브 (EGR 밸브) 제조 불량으로 인해 밸브 내부 쇼트(단락) 발생 가능성이 있으며, 이런 경우 주행 중 간헐적으로 시동꺼짐이 발생할 수 있는 가능성에 따른 리콜 <*대상차량별 생산일자>아반떼 (CN7): 2024.01.15~2024.02.03캐스퍼 (AX1): 2024.01.15~2024.02.14베뉴 (QX): 2024.01.15~2024.02.03쏘나타 (DN8): 2024.02.05~2024.02.13코나 (SX2): 2024.01.16~2024.02.05",배기가스 재순환장치 밸브 (EGR 밸브) 교환 
원동기(동력발생장치) 기타,2024-05-13 ~ ,배기가스 재순환장치 밸브 (EGR 밸브) 제조 불량으로 인해 배기가스 재순화장치 밸브 (EGR 밸브) 내부 쇼트(단락) 발생하는 경우 주행 중 간헐적 시동꺼짐 발생할 수 있는 가능성에 따른 리콜 <*대상차량별 생산일자>K3 (BD PE): 2024.01.15~2024.03.30K5 (DL3 PE): 2024.01.20~2024.03.21모닝 (JA PE2): 2024.01.13~2024.02.13,배기가스 재순환장치 밸브 (EGR 밸브) 교환 
등화장치 기타,2024-05-13 ~ ,"차량 조립과정에서 리어램프 어셈블리를 차량에 설치 시 우측 내측 및 외측 리어램프 고정용 너트를 규정된 토크 이상으로 결합하면서 하우징에 크랙이 발생하여 그 틈으로 수분이 유입될 수 있으며, 이런 경우 우측 리어램프(후미등, 제동등, 방향지시등)가 작동하지 않아, 후방 차량에 의한 충돌사고발생 가능성 증가됨에 따른 리콜 <*대상차량별 생산일자>더 뉴 레인지로버 스포츠 D300 : 2022.08.23~2022.12.01더 뉴 레인지로버 스포츠 P360 : 2022.07.12~2022.11.30",규정된 토크 값을 준수하여 우측 내측 및 외측 리어램프 어셈블리 교체 
동력전달장치 기타,2024-05-09 ~ ,"생산 과정의 오류로 인해 변속기 및 모터 제어 유닛의 전원 공급 배선이 부정확하게 고정되었을 수 있으며. 이런 경우 변속기 및 모터 제어 유닛의 전원 공급 배선이 변속기 외부 하우징과 배선 고정용 홀더 사이에서 손상되어 끊어질 수 있고, 만약 전원 공급 배선이 끊어질 경우 메시지가 발생되고, 순수 전기 모드로 주행 시 차량이 멈출 수 있는 가능성에 따른 리콜 ","변속기 및 모터 제어 유닛의 전원 공급 배선을 지정된 위치로 고정하며, 손상된 경우 전원 공급 배선을 수리함 "
연료장치 기타,2024-05-09 ~ ,"생산 과정의 오류로 엔진 실린더 헤드의 고압연료레일이 규정 토크보다 높은 토크로 체결되어 장착되었을 수 있으며, 이런 경우 시간이 지남에 따라 고압연료레일에 변형이 생겨 연료가 누출될 수 있으며, 엔진 경고등 점등 및 경고 메시지가 표시되고 연료 냄새가 나거나 엔진 부조와 출력 저하, 그리고 화재가 발생할 수 있는 가능성에 따른 리콜 ",고압연료레일을 교체하고 규정 토크로 체결함 
기타장치 기타,2024-05-09 ~ ,"제원 측정 시 담당자의 측정 오류로 실제 제원과 상이한 제원을 통보하였음이 확인됨에 따른 리콜 (*이는 안전기준 115조(제원의 허용차)의 오차 범위를 벗어나는 사안으로, 결함 미조치 시 발생할 수 있는 현상은 없음)",이륜자동차 제원표 및 외관도 정정 제원통보 정정과 소비자 이륜자동차 정정 신고 필요 
원동기(동력발생장치) 기타,2024-05-07 ~ ,"NOx 센서가 배기가스의 성분을 올바르게 감지하지 못할 수 있으며, 이런 경우 배기가스 배출량이 기준치를 초과할 수 있는 가능성에 따른 리콜 <*대상차랑별 생산일자는 상이할 수 있으므로 자세한 사항은 제작사 고객센터로 문의하여 주시기 바랍니다.>","SCR 촉매 장치의 상류 및 하류 NOx 센서 점검, 필요 시 교체 "
동력전달장치 기타,2024-05-07 ~ ,"차량 제조 과정에서 유압식 엔진 클러치 액츄에이터(HCA) 내부 이물 유입으로 인해 회로기판 단락이 발생될 수 있으며, 이런 경우 유압식 엔진 클러치 액츄에이터 내부 기판 소손에 의한 화재가 발생할 수 있는 가능성에 따른 리콜 <*대상차량별 생산일자>니로 하이브리드하이브리드(DE HEV): 2016.03.21~2021.12.22니로 플러그인하이브리드플러그인하이브리드(DE PHEV): 2017.04.25~2020.06.29",퓨즈교체 및 점검 후 필요 시 유압식 엔진클러치 액츄에이터 및 와이어링 교환 
전기장치 기타,2024-05-03 ~ ,"개발 및 생산 공정 오류로 인하여 변속기 배선의 경로가 잘못 위치되었을 수 있으며, 이런 경우 전방 프로펠러 샤프트와 간섭될 수 있고, 시간이 지남에 따라 변속기 배선이 손상되어 주행 중 차량의 추진력이 상실되면 사고의 위험이 증가할 수 있는 가능성에 따른 리콜 <*대상차량별 생산일자>E 220 d 4MATIC: 2023.03.30~2023.04.27E 300 4MATIC: 2023.04.05~2023.12.15E 450 4MATIC: 2023.04.04",변속기 배선 경로 확인 및 필요 시 재작업 또는 교체 
승차 및 실내장치 기타,2024-05-03 ~ ,계기반 소프트웨어 오류로 인하여 계기반의 뒷면 안개등 식별표시가 법적 요구 사항을 만족 하지 못할 수 있음이 확인됨에 따른 리콜 (*뒷면 안개등의 가능은 정상적으로 작동하지만 이는 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제13조(조종장치 등)의 5항을 만족하지 못할 수 있음)<*대상차량별 생산일자>CLA 250 4MATIC: 2019.02.22~2020.06.15Mercedes-AMG CLA 45 S 4MATIC+: 2019.06.18~2019.12.09GLE 300 d 4MATIC: 2019.01.25~2020.09.24GLE 350 4MATIC: 2019.04.11~2019.11.15GLE 450 4MATIC: 2019.02.20~2020.09.24Mercedes-AMG GLE 53 4MATIC+: 2019.10.17~2020.06.19GLE 400 d 4MATIC Coupe: 2019.07.23~2020.10.24Mercedes-AMG GLE 53 4MATIC+ Coupe: 2019.11.03~2020.02.20Mercedes-AMG GLE 63 S 4MATIC+: 2019.11.04~2019.12.18GLS 400 d 4MATIC: 2019.10.20~2020.09.14GLS 580 4MATIC: 2019.07.15~2020.09.26Maybach GLS 600 4MATIC: 2020.05.08A 220 Hatch: 2018.12.04~2020.06.22Mercedes-AMG A 45 4MATIC+: 2019.04.30~2019.12.10A 220 Sedan: 2019.05.10~2020.06.03A 250 4MATIC: 2019.05.22~2020.05.29Mercedes-AMG A 35 4MATIC: 2019.08.09~2020.05.19B 220: 2018.12.18GLB 220: 2019.07.10~2020.09.28GLB 250 4MATIC: 2019.05.16~2020.10.13Mercedes-AMG GLB 35 4MATIC: 2020.03.30~2020.06.09,계기반 소프트웨어 업데이트 
전기장치 기타,2024-05-03 ~ ,"생산 공정 오류로 인하여 조수석 시트 아래의 48V 접지 연결 볼트가 정확히 고정되지 않을 수 있으며, 이런 경우 연결 단자와 볼트의 닿는 면적이 줄어들어 전기 저항이 증가할 수 있고, 높은 전류가 흐를 경우 48V 접지선 연결 부위에 온도가 상승하여 화재의 위험을 완전히 배제할 수 없음이 확인됨에 따른 리콜 <*대상차량별 생산일자>GLE 300 d 4MATIC: 2021.10.11~2022.12.22GLE 450 4MATIC: 2018.08.01~2022.12.23Mercedes-AMG GLE 53 4MATIC+: 2019.10.15~2022.12.22GLE 350 d 4MATIC: 2019.10.04GLE 400 d 4MATIC Coupe: 2019.10.24~2023.01.04GLE 450 d 4MATIC Coupe: 2022.10.05~2022.12.20Mercedes-AMG GLE 53 4MATIC+ Coupe: 2019.11.03~2022.12.20Mercedes-AMG GLE 63 S 4MATIC+: 2019.12.18~2022.12.21GLS 400 d 4MATIC: 2019.01.14~2021.10.16GLS 450 4MATIC: 2021.02.18~2022.10.25GLS 580 4MATIC: 2020.03.07~2022.12.23Mercedes-Maybach GLS 600 4MATIC: 2020.05.08~2022.12.27",48V 배선 접지 연결부 점검 및 필요 시 배선 교체 
전기장치 기타,2024-05-03 ~ ,"공급 업체의 생산 공정 오류로 인하여 제작 과정에서 80A 퓨즈가 손상되었을 수 있으며, 이로 인해 작동 중 퓨즈 연결이 끊어질 수 있고, 손상된 부위로 인해 저항이 증가할 수 있음. 이러한 경우 퓨즈와 연결된 시스템이 작동하지 않을 수 있어 차량이 사전 경고없이 추진력을 잃을 수 있고, 또한 계기반 또는 탑승자 안전 시스템(restraint functions)이 손상될 수 있어 충돌 및 부상 위험이 증가할 수 있으며, 화재의 위험을 배제할 수 없음이 확인됨에 따른 리콜 <*대상차량별 생산일자>C 300 4MATIC: 2023.06.06~2023.07.28E 450 4MATIC: 2023.07.19GLC 300 4MATIC: 2023.03.28EQE 350 4MATIC SUV: 2023.09.06~2023.12.04EQE 350 4MATIC: 2023.03.24~2023.08.22EQS 450 4MATIC: 2023.11.10",개선된 퓨즈 박스로 교체 
연료장치 기타,2024-05-02 ~ ,"특정 기간에 생산된 차량에 장착된 일부 고전압 배터리 모듈의 제조과정의 문제로 인하여, 고전압 배터리 모듈 내부에서 단락이 발생할 수 있으며, 이런 경우 열화 현상이 발생할 수 있고, 드문 경우이나 화재 발생의 가능성이 있어 탑승자의 상해 발생 위험이 증가할 수 있음이 확인됨에 따른 리콜 <*대상차량별 생산일자>e-tron GT: 2021.09.23~2023.06.28RS e-tron GT: 2021.09.13~2023.02.02",고전압 배터리 점검 및 필요 시 교체 
전조등,2024-05-02 ~ ,바이펑션 전조등(할로겐 타입) 내구성 부족으로 주행빔(상향등)이 고정되어 야간 주행 시 맞은편 주행차량 운전자의 눈부심을 유발하여 안전 운행에 지장을 줄 가능성이 확인됨에 따른 리콜 <*대상차량별 생산일자>니로 하이브리드 (DE HEV): 2019.03.08~2019.11.28니로 플러그인 하이브리드 (DE PHEV): 2019.03.25~2019.10.21,"전조등 개선 여부 확인 후 바이펑션 모듈 열화 기능 부위 클립 삽입 및 에이밍 점검<*단, 일부 차량의 경우 기존 무상수리로 이미 리콜에 해당하는 조치가 완료되어 추가 조치는 필요하지 않을 수 있으므로, 자세한 사항은 제작사 고객센터(080-200-2000)으로 문의하여 주시기 바랍니다.>"
제동장치 기타,2024-04-30 ~ ,"전방의 이동목표자동차가 있는 경우 경고단계 및 비상제동단계의 설정오류로 작동 시작시간이 늦게 조정되어, 비상자동제동장치가 작동하여도 전방의 이동 목표자동차와 접촉할 가능성에 따른 리콜 (*이는 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제90조의 3 및 [별표7의8]에서 규정하는 성능기준에 부적합할 수 있음) ",비상자동제동장치에 설치된 소프트웨어 업데이트 
제동장치 기타,2024-04-30 ~ ,전자제어유압장치(HECU) 내부 밀폐성능 저하 등으로 내부 회로 기판의 전기적 합선에 의한 엔진룸 소손이 발생할 수 잇는 가능성에 따른 리콜 ,엔진룸 정션박스내 HECU 개선퓨즈 장착 (합선 발생 시 전원차단하여 소손 예방)
전기장치 기타,2024-04-30 ~ ,"파워 리프트 게이트 모듈 전기 커넥터에 수분유입으로 인한 부식이 발생할 수 있으며, 이로 인해 파워 리프트 게이트 모듈에 고저항 단락이 발생되는 경우 모듈이 제대로 작동하지 않거나 또는 화재의 원인이 될 수 있고, 이는 사전 인지 없이 사고 발생 원인이 될 수 있음에 따른 리콜 ","파워 리프트 게이트 모듈 커넥터의 수분 유입 여부를 확인하고, 수분 유입이 안되었을 경우에 파워 리프트 게이트 모듈의 위치를 변경하고, 모듈 위에 워터 실드를 장착할 것입니다. 만약 수분 유입이 되었을 경우에는 파워 리프트 게이트 모듈을 새 부품으로 교체후 모듈 재배치 및 워터실드 장착을 진행함."
